"s","p","o","mapFile"
"study:agecalc","      spl:valueType","xsd:string","study.ttl"
"study:agecalc","      rdfs:comment","""calculates age from birthdate and reference start date""","study.ttl"
"study:agecalc","      rdf:type","spl:Argument","study.ttl"
"study:agecalc","      spl:predicate","arg:refdate","study.ttl"
"study:agecalc","      spl:valueType","xsd:string","study.ttl"
"study:agecalc","  spin:returnType","xsd:integer","study.ttl"
"study:agecalc","  rdfs:comment","""""","study.ttl"
"study:agecalc","  rdfs:subClassOf","spl:DateFunctions","study.ttl"
"study:agecalc","  skos:definition","""""","study.ttl"
"study:agecalc","  skos:prefLabel","""agecalc""","study.ttl"
"study:anatomicLocation","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:anatomicLocation","  rdf:type","owl:ObjectProperty","study.ttl"
"study:anatomicLocation","  rdfs:comment","""""","study.ttl"
"study:anatomicLocation","  rdfs:domain","study:Observation","study.ttl"
"study:anatomicLocation","  rdfs:range","code:AnatomicLocation","study.ttl"
"study:anatomicLocation","  skos:definition","""""","study.ttl"
"study:anatomicLocation","  skos:prefLabel","""anatomic location""","study.ttl"
"study:baselineFlag","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:baselineFlag","  rdfs:comment","""""","study.ttl"
"study:baselineFlag","  rdfs:domain","study:Observation","study.ttl"
"study:baselineFlag","  rdfs:range","xsd:string","study.ttl"
"study:baselineFlag","  skos:definition","""""","study.ttl"
"study:baselineFlag","  skos:prefLabel","""baseline flag""","study.ttl"
"study:bodyPosition","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:bodyPosition","  rdf:type","owl:ObjectProperty","study.ttl"
"study:bodyPosition","  rdfs:comment","""""","study.ttl"
"study:bodyPosition","  rdfs:domain","study:Observation","study.ttl"
"study:bodyPosition","  rdfs:range","code:BodyPosition","study.ttl"
"study:bodyPosition","  skos:definition","""""","study.ttl"
"study:bodyPosition","  skos:prefLabel","""body position""","study.ttl"
"study:crfLocation","  rdf:type","owl:ObjectProperty","study.ttl"
"study:crfLocation","  rdfs:domain","study:StudyComponent","study.ttl"
"study:crfLocation","  rdfs:range","study:CRFLocation","study.ttl"
"study:crfLocation","  skos:prefLabel","""CRF Origin""","study.ttl"
"study:dateTimeInXSDString","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:dateTimeInXSDString","  rdfs:comment","""this is particularly useful for partial dates that would result in an error if represented using the xsd:dateTime datatype""","study.ttl"
"study:dateTimeInXSDString","  rdfs:domain","time:Instant","study.ttl"
"study:dateTimeInXSDString","  skos:definition","""relates a date resource with its representation as a character string ""","study.ttl"
"study:dateiso","  rdf:type","spin:Function","study.ttl"
"study:dateiso","      rdf:type","sp:Select","study.ttl"
"study:dateiso","            sp:varName","""ISOdate""","study.ttl"
"study:dateiso","            rdf:type","sp:Bind","study.ttl"
"study:dateiso","                rdf:type","xsd:date","study.ttl"
"study:dateiso","                    rdf:type","sp:substr","study.ttl"
"study:dateiso","                        sp:varName","""datestring""","study.ttl"
"study:dateiso","                    sp:arg2","1","study.ttl"
"study:dateiso","                    sp:arg3","10","study.ttl"
"study:dateiso","                sp:varName","""ISOdate""","study.ttl"
"study:dateiso","      rdf:type","spl:Argument","study.ttl"
"study:dateiso","      spl:predicate","arg:datestring","study.ttl"
"study:dateiso","      spl:valueType","xsd:string","study.ttl"
"study:dateiso","      rdfs:comment","""Takes date string in ISO 8601 format, truncates off any time elements and returns an ISO 8601 date. ""","study.ttl"
"study:dateiso","  spin:returnType","xsd:date","study.ttl"
"study:dateiso","  rdfs:comment","""""","study.ttl"
"study:dateiso","  rdfs:subClassOf","spl:DateFunctions","study.ttl"
"study:dateiso","  skos:definition","""""","study.ttl"
"study:dateiso","  skos:prefLabel","""ISODate""","study.ttl"
"study:deathFlag","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:deathFlag","  rdfs:comment","""""","study.ttl"
"study:deathFlag","  rdfs:domain","study:Person","study.ttl"
"study:deathFlag","  rdfs:range","xsd:string","study.ttl"
"study:deathFlag","  skos:definition","""""","study.ttl"
"study:deathFlag","  skos:prefLabel","""death flag""","study.ttl"
"study:derivedFlag","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:derivedFlag","  rdfs:comment","""""","study.ttl"
"study:derivedFlag","  rdfs:domain","study:StudyActivity","study.ttl"
"study:derivedFlag","  rdfs:range","xsd:string","study.ttl"
"study:derivedFlag","  skos:definition","""describes that the method of obtaining the results of the test involve a derivation from other observations""","study.ttl"
"study:derivedFlag","  skos:prefLabel","""derived flag""","study.ttl"
"study:durationiso","  rdf:type","spin:Function","study.ttl"
"study:durationiso","      rdf:type","sp:Select","study.ttl"
"study:durationiso","            sp:varName","""duration""","study.ttl"
"study:durationiso","            rdf:type","sp:Bind","study.ttl"
"study:durationiso","                rdf:type","xsd:date","study.ttl"
"study:durationiso","                    rdf:type","sp:substr","study.ttl"
"study:durationiso","                        sp:varName","""datestring1""","study.ttl"
"study:durationiso","                    sp:arg2","1","study.ttl"
"study:durationiso","                    sp:arg3","10","study.ttl"
"study:durationiso","                sp:varName","""date1""","study.ttl"
"study:durationiso","            rdf:type","sp:Bind","study.ttl"
"study:durationiso","                rdf:type","xsd:date","study.ttl"
"study:durationiso","                    rdf:type","sp:substr","study.ttl"
"study:durationiso","                        sp:varName","""datestring2""","study.ttl"
"study:durationiso","                    sp:arg2","1","study.ttl"
"study:durationiso","                    sp:arg3","10","study.ttl"
"study:durationiso","                sp:varName","""date2""","study.ttl"
"study:durationiso","            rdf:type","sp:Bind","study.ttl"
"study:durationiso","                rdf:type","smf:duration","study.ttl"
"study:durationiso","                sp:arg1","""d""","study.ttl"
"study:durationiso","                    sp:varName","""date1""","study.ttl"
"study:durationiso","                    sp:varName","""date2""","study.ttl"
"study:durationiso","                sp:varName","""duration""","study.ttl"
"study:durationiso","      rdf:type","spl:Argument","study.ttl"
"study:durationiso","      spl:predicate","arg:datestring1","study.ttl"
"study:durationiso","      spl:valueType","xsd:string","study.ttl"
"study:durationiso","      rdfs:comment","""converts two date strings into ISO date format and returns the duration. ""","study.ttl"
"study:durationiso","      rdf:type","spl:Argument","study.ttl"
"study:durationiso","      spl:predicate","arg:datestring2","study.ttl"
"study:durationiso","      spl:valueType","xsd:string","study.ttl"
"study:durationiso","  spin:returnType","xsd:gDay","study.ttl"
"study:durationiso","  rdfs:comment","""""","study.ttl"
"study:durationiso","  rdfs:subClassOf","spl:DateFunctions","study.ttl"
"study:durationiso","  skos:definition","""""","study.ttl"
"study:durationiso","  skos:prefLabel","""durationiso""","study.ttl"
"study:engagesIn","  rdf:type","owl:ObjectProperty","study.ttl"
"study:engagesIn","  rdfs:comment","""""","study.ttl"
"study:engagesIn","  rdfs:domain","study:Party","study.ttl"
"study:engagesIn","  rdfs:range","study:StudyActivity","study.ttl"
"study:engagesIn","  skos:definition","""relates an Party with  an Activity with which the Entity is involved, either actively or passively""","study.ttl"
"study:engagesIn","  skos:prefLabel","""has activity""","study.ttl"
"study:ethnicity","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:ethnicity","  rdf:type","owl:ObjectProperty","study.ttl"
"study:ethnicity","  rdfs:domain","study:Person","study.ttl"
"study:ethnicity","  rdfs:range","study:EthnicOutcome","study.ttl"
"study:ethnicity","  skos:altLabel","""""","study.ttl"
"study:ethnicity","  skos:prefLabel","""ethnicity""","study.ttl"
"study:groupID","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:groupID","  rdfs:comment","""""","study.ttl"
"study:groupID","  rdfs:domain","study:StudyActivity","study.ttl"
"study:groupID","  rdfs:range","xsd:string","study.ttl"
"study:groupID","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:groupID","  skos:definition","""""","study.ttl"
"study:groupID","  skos:prefLabel","""group ID""","study.ttl"
"study:hasActivityInterval","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasActivityInterval","  rdfs:comment","""""","study.ttl"
"study:hasActivityInterval","  rdfs:domain","study:StudyActivity","study.ttl"
"study:hasActivityInterval","  rdfs:range","study:ActivityInterval","study.ttl"
"study:hasActivityInterval","  rdfs:subPropertyOf","study:hasInterval","study.ttl"
"study:hasActivityInterval","  skos:definition","""""","study.ttl"
"study:hasActivityInterval","  skos:prefLabel","""has activity interval""","study.ttl"
"study:hasAnnotatedCRF","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasAnnotatedCRF","  rdfs:domain","study:Study","study.ttl"
"study:hasAnnotatedCRF","  rdfs:range","study:AnnotatedCaseReportForm","study.ttl"
"study:hasAnnotatedCRF","  rdfs:subPropertyOf","study:hasDocument","study.ttl"
"study:hasAnnotatedCRF","  skos:altLabel","""""","study.ttl"
"study:hasAnnotatedCRF","  skos:prefLabel","""has annotated CRF""","study.ttl"
"study:hasCategory","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasCategory","  rdfs:comment","""""","study.ttl"
"study:hasCategory","  rdfs:domain","study:StudyActivity","study.ttl"
"study:hasCategory","  rdfs:range","study:Category","study.ttl"
"study:hasCategory","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:hasCategory","  skos:definition","""""","study.ttl"
"study:hasCategory","  skos:prefLabel","""has category""","study.ttl"
"study:hasCountry","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:hasCountry","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasCountry","  rdfs:comment","""""","study.ttl"
"study:hasCountry","  rdfs:domain","study:Site","study.ttl"
"study:hasCountry","  rdfs:range","code:Country","study.ttl"
"study:hasCountry","  skos:definition","""""","study.ttl"
"study:hasCountry","  skos:prefLabel","""country""","study.ttl"
"study:hasDate","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasDate","  rdfs:comment","""""","study.ttl"
"study:hasDate","  rdfs:domain","study:Activity","study.ttl"
"study:hasDate","  rdfs:range","time:Instant","study.ttl"
"study:hasDate","  skos:definition","""""","study.ttl"
"study:hasDate","  skos:prefLabel","""has date""","study.ttl"
"study:hasDelay","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:hasDelay","  rdfs:comment","""""","study.ttl"
"study:hasDelay","  rdfs:domain","study:Rule","study.ttl"
"study:hasDelay","  rdfs:range","xsd:duration","study.ttl"
"study:hasDelay","  skos:definition","""""","study.ttl"
"study:hasDelay","  skos:prefLabel","""has delay""","study.ttl"
"study:hasDocument","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasDocument","  rdfs:range","study:Document","study.ttl"
"study:hasDocument","  skos:altLabel","""""","study.ttl"
"study:hasDocument","  skos:prefLabel","""has document""","study.ttl"
"study:hasDosageFrequency","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasDosageFrequency","  rdfs:domain","study:FixedDoseDrugAdministration","study.ttl"
"study:hasDosageFrequency","  rdfs:range","code:DosageFrequency","study.ttl"
"study:hasDosageFrequency","  skos:prefLabel","""has dosage frequency""","study.ttl"
"study:hasIdentifier","  rdf:type","rdf:Property","study.ttl"
"study:hasInterval","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasInterval","  rdfs:comment","""""","study.ttl"
"study:hasInterval","  rdfs:domain","study:StudyComponent","study.ttl"
"study:hasInterval","  rdfs:range","time:Interval","study.ttl"
"study:hasInterval","  skos:definition","""""","study.ttl"
"study:hasInterval","  skos:prefLabel","""has interval""","study.ttl"
"study:hasInvestigator","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasInvestigator","  rdfs:comment","""""","study.ttl"
"study:hasInvestigator","  rdfs:domain","study:Site","study.ttl"
"study:hasInvestigator","  rdfs:range","study:Investigator","study.ttl"
"study:hasInvestigator","  skos:definition","""""","study.ttl"
"study:hasInvestigator","  skos:prefLabel","""has investigator""","study.ttl"
"study:hasInvestigatorID","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasInvestigatorID","  rdfs:comment","""""","study.ttl"
"study:hasInvestigatorID","  rdfs:domain","study:Investigator","study.ttl"
"study:hasInvestigatorID","  rdfs:range","study:InvestigatorIdentifier","study.ttl"
"study:hasInvestigatorID","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:hasInvestigatorID","  skos:definition","""""","study.ttl"
"study:hasInvestigatorID","  skos:prefLabel","""has investigator ID""","study.ttl"
"study:hasLastName","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:hasLastName","  rdfs:comment","""""","study.ttl"
"study:hasLastName","  rdfs:domain","study:Person","study.ttl"
"study:hasLastName","  rdfs:range","xsd:string","study.ttl"
"study:hasLastName","  skos:definition","""""","study.ttl"
"study:hasLastName","  skos:prefLabel","""has last name""","study.ttl"
"study:hasLifespan","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:hasLifespan","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasLifespan","  rdfs:comment","""""","study.ttl"
"study:hasLifespan","  rdfs:domain","study:Person","study.ttl"
"study:hasLifespan","  rdfs:range","study:Lifespan","study.ttl"
"study:hasLifespan","  rdfs:subPropertyOf","study:hasInterval","study.ttl"
"study:hasLifespan","  skos:definition","""""","study.ttl"
"study:hasLifespan","  skos:prefLabel","""has lifespan""","study.ttl"
"study:hasNullFlavor","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasNullFlavor","  rdfs:range","code:NullFlavor","study.ttl"
"study:hasNullFlavor","  skos:altLabel","""""","study.ttl"
"study:hasNullFlavor","  skos:prefLabel","""has null flavor""","study.ttl"
"study:hasParticipant","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasParticipant","  rdfs:comment","""""","study.ttl"
"study:hasParticipant","  rdfs:domain","study:StudyActivity","study.ttl"
"study:hasParticipant","  rdfs:range","study:HumanStudySubject","study.ttl"
"study:hasParticipant","  owl:inverseOf","study:participatesIn","study.ttl"
"study:hasParticipant","  skos:definition","""""","study.ttl"
"study:hasParticipant","  skos:prefLabel","""has study participant""","study.ttl"
"study:hasPerformedDate","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasPerformedDate","  rdfs:domain","study:PerformedActivity","study.ttl"
"study:hasPerformedDate","  rdfs:range","study:PerformedActivityDate","study.ttl"
"study:hasPerformedDate","  rdfs:subPropertyOf","study:hasDate","study.ttl"
"study:hasPerformedDate","  skos:prefLabel","""Object property 1""","study.ttl"
"study:hasPerformer","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasPerformer","  rdfs:comment","""""","study.ttl"
"study:hasPerformer","  rdfs:domain","study:StudyActivity","study.ttl"
"study:hasPerformer","  rdfs:range","study:Party","study.ttl"
"study:hasPerformer","  owl:inverseOf","study:performsActivity","study.ttl"
"study:hasPerformer","  skos:definition","""""","study.ttl"
"study:hasPerformer","  skos:prefLabel","""has performer""","study.ttl"
"study:hasPrereqExpectedOutcome","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasPrereqExpectedOutcome","  rdfs:comment","""""","study.ttl"
"study:hasPrereqExpectedOutcome","  rdfs:domain","study:Rule","study.ttl"
"study:hasPrereqExpectedOutcome","  rdfs:range","study:ActivityOutcome","study.ttl"
"study:hasPrereqExpectedOutcome","  skos:definition","""""","study.ttl"
"study:hasPrereqExpectedOutcome","  skos:prefLabel","""has anchor outcome""","study.ttl"
"study:hasPrereqExpectedStatus","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasPrereqExpectedStatus","  rdfs:domain","study:Rule","study.ttl"
"study:hasPrereqExpectedStatus","  rdfs:range","code:ActivityStatus","study.ttl"
"study:hasPrereqExpectedStatus","  skos:prefLabel","""has prereq expected status""","study.ttl"
"study:hasPrerequisite","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasPrerequisite","  rdfs:comment","""""","study.ttl"
"study:hasPrerequisite","  rdfs:domain","study:Rule","study.ttl"
"study:hasPrerequisite","  rdfs:range","study:StudyActivity","study.ttl"
"study:hasPrerequisite","  skos:definition","""links the start of an activity relative to another activity known as a Prerequisite. ""","study.ttl"
"study:hasPrerequisite","  skos:prefLabel","""has Prerequisite""","study.ttl"
"study:hasProtocolSpecifiedActivity","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasProtocolSpecifiedActivity","  rdfs:domain","study:Study","study.ttl"
"study:hasProtocolSpecifiedActivity","  rdfs:range","study:ProtocolSpecifiedActivity","study.ttl"
"study:hasProtocolSpecifiedActivity","  rdfs:subPropertyOf","study:hasSubActivity","study.ttl"
"study:hasProtocolSpecifiedActivity","  skos:definition","""relates a study with a group of protocol specified activities, such as Glucose test at the Screening visit. The glucose test is performed multiple times, once for each Subject""","study.ttl"
"study:hasProtocolSpecifiedActivity","  skos:prefLabel","""has protocol specified activity""","study.ttl"
"study:hasReferenceInterval","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:hasReferenceInterval","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasReferenceInterval","  rdfs:comment","""""","study.ttl"
"study:hasReferenceInterval","  rdfs:domain","study:HumanStudySubject","study.ttl"
"study:hasReferenceInterval","  rdfs:range","study:ReferenceInterval","study.ttl"
"study:hasReferenceInterval","  rdfs:subPropertyOf","study:hasInterval","study.ttl"
"study:hasReferenceInterval","  skos:definition","""""","study.ttl"
"study:hasReferenceInterval","  skos:prefLabel","""has lifespan""","study.ttl"
"study:hasRouteOfAdministration","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasRouteOfAdministration","  rdfs:domain","study:FixedDoseDrugAdministration","study.ttl"
"study:hasRouteOfAdministration","  rdfs:range","code:RouteOfAdministration","study.ttl"
"study:hasRouteOfAdministration","  skos:prefLabel","""has route of administration""","study.ttl"
"study:hasScheduledDate","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasScheduledDate","  rdfs:comment","""""","study.ttl"
"study:hasScheduledDate","  rdfs:domain","study:ScheduledActivity","study.ttl"
"study:hasScheduledDate","  rdfs:range","study:ScheduledActivityDate","study.ttl"
"study:hasScheduledDate","  rdfs:subPropertyOf","study:hasDate","study.ttl"
"study:hasScheduledDate","  skos:definition","""""","study.ttl"
"study:hasScheduledDate","  skos:prefLabel","""has planned date""","study.ttl"
"study:hasSite","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasSite","  rdfs:comment","""""","study.ttl"
"study:hasSite","  rdfs:domain","study:HumanStudySubject","study.ttl"
"study:hasSite","  rdfs:range","study:Site","study.ttl"
"study:hasSite","  skos:definition","""The organization (e.g. hospital, clinic) where a Human Study Subject goes to participate in many Study Activities.""","study.ttl"
"study:hasSite","  skos:prefLabel","""has Site""","study.ttl"
"study:hasSiteID","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasSiteID","  rdfs:comment","""""","study.ttl"
"study:hasSiteID","  rdfs:domain","study:Site","study.ttl"
"study:hasSiteID","  rdfs:range","study:SiteIdentifier","study.ttl"
"study:hasSiteID","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:hasSiteID","  skos:definition","""""","study.ttl"
"study:hasSiteID","  skos:prefLabel","""has site ID""","study.ttl"
"study:hasStartRule","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:hasStartRule","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasStartRule","  rdfs:comment","""""","study.ttl"
"study:hasStartRule","  rdfs:domain","study:StudyActivity","study.ttl"
"study:hasStartRule","  rdfs:range","study:Rule","study.ttl"
"study:hasStartRule","  skos:definition","""""","study.ttl"
"study:hasStartRule","  skos:prefLabel","""has start rule""","study.ttl"
"study:hasStudyActivity","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasStudyActivity","  rdfs:comment","""""","study.ttl"
"study:hasStudyActivity","  rdfs:domain","study:Study","study.ttl"
"study:hasStudyActivity","  rdfs:range","study:StudyActivity","study.ttl"
"study:hasStudyActivity","  rdfs:subPropertyOf","study:hasSubActivity","study.ttl"
"study:hasStudyActivity","  owl:inverseOf","study:isActivityOfStudy","study.ttl"
"study:hasStudyActivity","  skos:definition","""Relates a Study with an Activity conducted as part of that Study""","study.ttl"
"study:hasStudyActivity","  skos:prefLabel","""has study activity""","study.ttl"
"study:hasStudyID","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasStudyID","  rdfs:comment","""""","study.ttl"
"study:hasStudyID","  rdfs:domain","study:Study","study.ttl"
"study:hasStudyID","  rdfs:range","study:StudyIdentifier","study.ttl"
"study:hasStudyID","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:hasStudyID","  skos:definition","""""","study.ttl"
"study:hasStudyID","  skos:prefLabel","""has study ID""","study.ttl"
"study:hasStudyParticipant","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasStudyParticipant","  rdfs:comment","""""","study.ttl"
"study:hasStudyParticipant","  rdfs:domain","study:Study","study.ttl"
"study:hasStudyParticipant","  rdfs:range","study:HumanStudySubject","study.ttl"
"study:hasStudyParticipant","  owl:inverseOf","study:participatesInStudy","study.ttl"
"study:hasStudyParticipant","  skos:definition","""""","study.ttl"
"study:hasStudyParticipant","  skos:prefLabel","""has study participant""","study.ttl"
"study:hasStudyParticipationInterval","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:hasStudyParticipationInterval","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasStudyParticipationInterval","  rdfs:comment","""""","study.ttl"
"study:hasStudyParticipationInterval","  rdfs:domain","study:HumanStudySubject","study.ttl"
"study:hasStudyParticipationInterval","  rdfs:range","study:StudyParticipationInterval","study.ttl"
"study:hasStudyParticipationInterval","  rdfs:subPropertyOf","study:hasInterval","study.ttl"
"study:hasStudyParticipationInterval","  skos:definition","""""","study.ttl"
"study:hasStudyParticipationInterval","  skos:prefLabel","""has study participation interval""","study.ttl"
"study:hasSubActivity","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasSubActivity","  rdf:type","owl:TransitiveProperty","study.ttl"
"study:hasSubActivity","  rdfs:comment","""""","study.ttl"
"study:hasSubActivity","  rdfs:domain","study:StudyActivity","study.ttl"
"study:hasSubActivity","  rdfs:range","study:StudyActivity","study.ttl"
"study:hasSubActivity","  owl:inverseOf","study:isSubActivityOf","study.ttl"
"study:hasSubActivity","  skos:definition","""Relates an Activity with a Sub-activity""","study.ttl"
"study:hasSubActivity","  skos:prefLabel","""has sub activity""","study.ttl"
"study:hasSubRule","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasSubRule","  rdfs:subPropertyOf","study:hasSubActivity","study.ttl"
"study:hasSubcategory","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasSubcategory","  rdfs:comment","""""","study.ttl"
"study:hasSubcategory","  rdfs:domain","study:StudyActivity","study.ttl"
"study:hasSubcategory","  rdfs:range","study:Subcategory","study.ttl"
"study:hasSubcategory","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:hasSubcategory","  skos:definition","""""","study.ttl"
"study:hasSubcategory","  skos:prefLabel","""has subcategory""","study.ttl"
"study:hasSubjectID","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasSubjectID","  rdfs:comment","""""","study.ttl"
"study:hasSubjectID","  rdfs:domain","study:Person","study.ttl"
"study:hasSubjectID","  rdfs:range","study:SubjectIdentifier","study.ttl"
"study:hasSubjectID","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:hasSubjectID","  skos:definition","""""","study.ttl"
"study:hasSubjectID","  skos:prefLabel","""has unique subject ID""","study.ttl"
"study:hasUniqueSubjectID","  rdf:type","owl:InverseFunctionalProperty","study.ttl"
"study:hasUniqueSubjectID","  rdf:type","owl:ObjectProperty","study.ttl"
"study:hasUniqueSubjectID","  rdfs:comment","""""","study.ttl"
"study:hasUniqueSubjectID","  rdfs:domain","study:Person","study.ttl"
"study:hasUniqueSubjectID","  rdfs:range","study:UniqueSubjectIdentifier","study.ttl"
"study:hasUniqueSubjectID","  rdfs:subPropertyOf","study:hasIdentifier","study.ttl"
"study:hasUniqueSubjectID","  skos:definition","""""","study.ttl"
"study:hasUniqueSubjectID","  skos:prefLabel","""has unique subject ID""","study.ttl"
"study:isActivityOfStudy","  rdf:type","owl:ObjectProperty","study.ttl"
"study:isActivityOfStudy","  rdfs:comment","""""","study.ttl"
"study:isActivityOfStudy","  rdfs:range","study:Study","study.ttl"
"study:isActivityOfStudy","  rdfs:subPropertyOf","study:isSubActivityOf","study.ttl"
"study:isActivityOfStudy","  skos:definition","""relates StudyActivity with the Study of which it is a part. ""","study.ttl"
"study:isActivityOfStudy","  skos:prefLabel","""is part of""","study.ttl"
"study:isSubActivityOf","  rdf:type","owl:ObjectProperty","study.ttl"
"study:isSubActivityOf","  rdf:type","owl:TransitiveProperty","study.ttl"
"study:isSubActivityOf","  rdfs:comment","""""","study.ttl"
"study:isSubActivityOf","  rdfs:domain","study:StudyActivity","study.ttl"
"study:isSubActivityOf","  rdfs:range","study:StudyActivity","study.ttl"
"study:isSubActivityOf","  skos:definition","""relates an Activity with Another Activity of which it is a part""","study.ttl"
"study:isSubActivityOf","  skos:prefLabel","""is sub activity of""","study.ttl"
"study:laterality","  rdf:type","owl:FunctionalProperty","study.ttl"
"study:laterality","  rdf:type","owl:ObjectProperty","study.ttl"
"study:laterality","  rdfs:comment","""""","study.ttl"
"study:laterality","  rdfs:domain","study:StudyActivity","study.ttl"
"study:laterality","  rdfs:range","code:Laterality","study.ttl"
"study:laterality","  skos:definition","""""","study.ttl"
"study:laterality","  skos:prefLabel","""laterality""","study.ttl"
"code:outcome","  rdf:type","owl:FunctionalProperty","study.ttl"
"code:outcome","  rdf:type","owl:ObjectProperty","study.ttl"
"code:outcome","  rdfs:domain","study:StudyActivity","study.ttl"
"code:outcome","  rdfs:range","study:ActivityOutcome","study.ttl"
"code:outcome","  skos:altLabel","""""","study.ttl"
"code:outcome","  skos:prefLabel","""has outcome""","study.ttl"
"study:participatesIn","  rdf:type","owl:ObjectProperty","study.ttl"
"study:participatesIn","  rdfs:comment","""""","study.ttl"
"study:participatesIn","  rdfs:domain","study:Person","study.ttl"
"study:participatesIn","  rdfs:range","study:StudyActivity","study.ttl"
"study:participatesIn","  rdfs:subPropertyOf","study:engagesIn","study.ttl"
"study:participatesIn","  skos:definition","""relates an Entity with an Activity that the Entity participates in passively; i.e. the activity is performed on the Entity""","study.ttl"
"study:participatesIn","  skos:prefLabel","""participates in""","study.ttl"
"study:participatesInStudy","  rdf:type","owl:ObjectProperty","study.ttl"
"study:participatesInStudy","  rdfs:comment","""""","study.ttl"
"study:participatesInStudy","  rdfs:domain","study:HumanStudySubject","study.ttl"
"study:participatesInStudy","  rdfs:range","study:Study","study.ttl"
"study:participatesInStudy","  owl:inverseOf","study:hasStudyParticipant","study.ttl"
"study:participatesInStudy","  skos:definition","""""","study.ttl"
"study:participatesInStudy","  skos:prefLabel","""participates in study""","study.ttl"
"study:performsActivity","  rdf:type","owl:ObjectProperty","study.ttl"
"study:performsActivity","  rdfs:comment","""""","study.ttl"
"study:performsActivity","  rdfs:domain","study:Party","study.ttl"
"study:performsActivity","  rdfs:range","study:StudyActivity","study.ttl"
"study:performsActivity","  rdfs:subPropertyOf","study:engagesIn","study.ttl"
"study:performsActivity","  owl:inverseOf","study:hasPerformer","study.ttl"
"study:performsActivity","  skos:definition","""relates an Entity with an Activity that the Entity engages actively. ""","study.ttl"
"study:performsActivity","  skos:prefLabel","""performs activity""","study.ttl"
"study:race","  rdf:type","owl:ObjectProperty","study.ttl"
"study:race","  rdfs:domain","study:Person","study.ttl"
"study:race","  rdfs:range","study:RaceOutcome","study.ttl"
"study:race","  skos:altLabel","""""","study.ttl"
"study:race","  skos:prefLabel","""race""","study.ttl"
"study:reasonNotDone","  rdf:type","owl:DatatypeProperty","study.ttl"
"study:reasonNotDone","  rdfs:comment","""""","study.ttl"
"study:reasonNotDone","  rdfs:domain","study:StudyActivity","study.ttl"
"study:reasonNotDone","  rdfs:range","xsd:string","study.ttl"
"study:reasonNotDone","  skos:definition","""""","study.ttl"
