"","s","p","o","mapFile"
"1073","code:unitConversionChar","      rdf:type","sp:Select","code.ttl"
"1074","code:unitConversionChar","            sp:varName","""normResultChar""","code.ttl"
"1075","code:unitConversionChar","            rdf:type","sp:Bind","code.ttl"
"1076","code:unitConversionChar","                rdf:type","code:unitConversion","code.ttl"
"1077","code:unitConversionChar","                    sp:varName","""origResult""","code.ttl"
"1078","code:unitConversionChar","                sp:varName","""normResult""","code.ttl"
"1079","code:unitConversionChar","            rdf:type","sp:Bind","code.ttl"
"1080","code:unitConversionChar","                rdf:type","xsd:string","code.ttl"
"1081","code:unitConversionChar","                    sp:varName","""normResult""","code.ttl"
"1082","code:unitConversionChar","                sp:varName","""normResultChar""","code.ttl"
"1083","code:unitConversionChar","      rdf:type","spl:Argument","code.ttl"
"1084","code:unitConversionChar","      spl:predicate","arg:origResult","code.ttl"
"1085","code:unitConversionChar","      spl:valueType","rdfs:Resource","code.ttl"
"1086","code:unitConversionChar","  rdfs:subClassOf","spin:Functions","code.ttl"
"1087","code:unitConversionChar","  skos:prefLabel","""Unit conversion""","code.ttl"
"1088","code:unitNormalized","  rdf:type","spin:Function","code.ttl"
"1089","code:unitNormalized","      rdf:type","sp:Select","code.ttl"
"1090","code:unitNormalized","            sp:varName","""normUnit""","code.ttl"
"1091","code:unitNormalized","                sp:varName","""orresu""","code.ttl"
"1092","code:unitNormalized","            sp:predicate","code:hasUnit","code.ttl"
"1093","code:unitNormalized","                sp:varName","""origResult""","code.ttl"
"1094","code:unitNormalized","                sp:varName","""orresu""","code.ttl"
"1095","code:unitNormalized","            sp:predicate","code:hasOriginalUnit","code.ttl"
"1096","code:unitNormalized","                sp:varName","""convfactor""","code.ttl"
"1097","code:unitNormalized","                sp:varName","""sresu""","code.ttl"
"1098","code:unitNormalized","            sp:predicate","code:hasStandardUnit","code.ttl"
"1099","code:unitNormalized","                sp:varName","""convfactor""","code.ttl"
"1100","code:unitNormalized","                sp:varName","""normUnit""","code.ttl"
"1101","code:unitNormalized","            sp:predicate","skos:prefLabel","code.ttl"
"1102","code:unitNormalized","                sp:varName","""sresu""","code.ttl"
"1103","code:unitNormalized","      rdf:type","spl:Argument","code.ttl"
"1104","code:unitNormalized","      spl:predicate","arg:origResult","code.ttl"
"1105","code:unitNormalized","      spl:valueType","rdfs:Resource","code.ttl"
"1106","code:unitNormalized","  rdfs:subClassOf","spin:Functions","code.ttl"
"1107","code:unitNormalized","  skos:prefLabel","""unit normalized""","code.ttl"
"1108","sdtmterm:BlindedTreatment","  rdf:type","mms:PermissibleValue","code.ttl"
"1109","sdtmterm:BlindedTreatment","  rdf:type","sdtmterm:Epoch","code.ttl"
"1110","sdtmterm:BlindedTreatment","  skos:prefLabel","""BLINDED TREATMENT""","code.ttl"
"1111","sdtmterm:BlindedTreatment","  schema:cdiscDefinition","""A period in a clinical study during which subjects receive blinded therapeutic treatment.""","code.ttl"
"1112","sdtmterm:BlindedTreatment","  schema:cdiscSubmissionValue","""BLINDED TREATMENT""","code.ttl"
"1113","sdtmterm:BlindedTreatment","  schema:nciCode","""C102255""","code.ttl"
"1114","sdtmterm:BlindedTreatment","  schema:nciPreferredTerm","""Blinded Treatment Epoch""","code.ttl"
"1115","sdtmterm:BlindedTreatment","  mms:inValueDomain","sdtmterm:C99079","code.ttl"
"1116","sdtmterm:ControlType_ACTIVE","  rdf:type","code:ControlType","code.ttl"
"1117","sdtmterm:ControlType_ACTIVE","  rdf:type","mms:PermissibleValue","code.ttl"
"1118","sdtmterm:ControlType_ACTIVE","  skos:prefLabel","""ACTIVE""","code.ttl"
"1119","sdtmterm:ControlType_ACTIVE","  code:hasCode","""C49649""","code.ttl"
"1120","sdtmterm:ControlType_ACTIVE","  schema:cdiscDefinition","""A type of control, which has a demonstrated effect, administered as a comparator, to subjects in a clinical trial. [From ICH E10].""","code.ttl"
"1121","sdtmterm:ControlType_ACTIVE","  schema:cdiscSubmissionValue","""ACTIVE""","code.ttl"
"1122","sdtmterm:ControlType_ACTIVE","  schema:nciCode","""C49649""","code.ttl"
"1123","sdtmterm:ControlType_ACTIVE","  schema:nciPreferredTerm","""Active Control""","code.ttl"
"1124","sdtmterm:ControlType_ACTIVE","  mms:inValueDomain","sdtmterm:C66785","code.ttl"
"1125","sdtmterm:ControlType_NONE","  rdf:type","code:ControlType","code.ttl"
"1126","sdtmterm:ControlType_NONE","  rdf:type","mms:PermissibleValue","code.ttl"
"1127","sdtmterm:ControlType_NONE","  skos:prefLabel","""NONE""","code.ttl"
"1128","sdtmterm:ControlType_NONE","  code:hasCode","""C41132""","code.ttl"
"1129","sdtmterm:ControlType_NONE","  schema:cdiscDefinition","""No person or thing, nobody, not any. (NCI)""","code.ttl"
"1130","sdtmterm:ControlType_NONE","  schema:cdiscSubmissionValue","""NONE""","code.ttl"
"1131","sdtmterm:ControlType_NONE","  schema:nciCode","""C41132""","code.ttl"
"1132","sdtmterm:ControlType_NONE","  schema:nciPreferredTerm","""None""","code.ttl"
"1133","sdtmterm:ControlType_NONE","  mms:inValueDomain","sdtmterm:C66785","code.ttl"
"1134","sdtmterm:ControlType_PLACEBO","  rdf:type","code:ControlType","code.ttl"
"1135","sdtmterm:ControlType_PLACEBO","  rdf:type","mms:PermissibleValue","code.ttl"
"1136","sdtmterm:ControlType_PLACEBO","  skos:prefLabel","""PLACEBO""","code.ttl"
"1137","sdtmterm:ControlType_PLACEBO","  code:hasCode","""C49648""","code.ttl"
"1138","sdtmterm:ControlType_PLACEBO","  schema:cdiscDefinition","""Use of an inactive compound identical in appearance to drug or treatment being tested in experimental research, which may or may not be known to the physician and/or subject, administered to distinguish between drug action and suggestive effect of the drug or treatment under study. The effects of the active drug or treatment are compared to the effects of the placebo. (NCI)""","code.ttl"
"1139","sdtmterm:ControlType_PLACEBO","  schema:cdiscSubmissionValue","""PLACEBO""","code.ttl"
"1140","sdtmterm:ControlType_PLACEBO","  schema:nciCode","""C49648""","code.ttl"
"1141","sdtmterm:ControlType_PLACEBO","  schema:nciPreferredTerm","""Placebo Control""","code.ttl"
"1142","sdtmterm:ControlType_PLACEBO","  mms:inValueDomain","sdtmterm:C66785","code.ttl"
"1143","sdtmterm:Epoch","  rdf:type","owl:Class","code.ttl"
"1144","sdtmterm:Epoch","  rdf:type","mms:EnumeratedValueDomain","code.ttl"
"1145","sdtmterm:Epoch","  rdfs:subClassOf","code:DefinedActivity","code.ttl"
"1146","sdtmterm:Epoch","      rdf:type","owl:Restriction","code.ttl"
"1147","sdtmterm:Epoch","      owl:hasValue","code:CodeSystem_CDISCTerminology","code.ttl"
"1148","sdtmterm:Epoch","      owl:onProperty","code:hasCodeSystem","code.ttl"
"1149","sdtmterm:Epoch","  skos:prefLabel","""EPOCH""","code.ttl"
"1150","sdtmterm:Epoch","  schema:cdiscDefinition","""The name of the EPOCH.""","code.ttl"
"1151","sdtmterm:Epoch","  schema:cdiscSubmissionValue","""EPOCH""","code.ttl"
"1152","sdtmterm:Epoch","  schema:cdiscSynonyms","""Epoch""","code.ttl"
"1153","sdtmterm:Epoch","  schema:codelistName","""Epoch""","code.ttl"
"1154","sdtmterm:Epoch","  schema:isExtensibleCodelist","""true""^^xsd:boolean","code.ttl"
"1155","sdtmterm:Epoch","  schema:nciCode","""C99079""","code.ttl"
"1156","sdtmterm:Epoch","  schema:nciPreferredTerm","""CDISC SDTM Epoch Terminology""","code.ttl"
"1157","sdtmterm:IndicationType_CURE","  rdf:type","code:IndicationType","code.ttl"
"1158","sdtmterm:IndicationType_CURE","  rdf:type","mms:PermissibleValue","code.ttl"
"1159","sdtmterm:IndicationType_CURE","  skos:definition","""An Intervention Strategy intended to permanently eliminate the signs and/or symptoms or underlying pathophysiology of a Medical Condition.""","code.ttl"
"1160","sdtmterm:IndicationType_CURE","  skos:prefLabel","""CURE""","code.ttl"
"1161","sdtmterm:IndicationType_CURE","  code:hasCode","""C49654""","code.ttl"
"1162","sdtmterm:IndicationType_CURE","  schema:cdiscDefinition","""A type of study protocol designed to evaluate intervention(s) aimed to cure a disease or condition. (NCI)""","code.ttl"
"1163","sdtmterm:IndicationType_CURE","  schema:cdiscSubmissionValue","""CURE""","code.ttl"
"1164","sdtmterm:IndicationType_CURE","  schema:nciCode","""C49654""","code.ttl"
"1165","sdtmterm:IndicationType_CURE","  schema:nciPreferredTerm","""Cure Study""","code.ttl"
"1166","sdtmterm:IndicationType_CURE","  mms:inValueDomain","sdtmterm:C66736","code.ttl"
"1167","sdtmterm:IndicationType_DIAGNOSIS","  rdf:type","code:IndicationType","code.ttl"
"1168","sdtmterm:IndicationType_DIAGNOSIS","  rdf:type","mms:PermissibleValue","code.ttl"
"1169","sdtmterm:IndicationType_DIAGNOSIS","  skos:definition","""An Intervention Strategy intended to help identify the presence of a Medical Condition.""","code.ttl"
"1170","sdtmterm:IndicationType_DIAGNOSIS","  skos:prefLabel","""DIAGNOSIS""","code.ttl"
"1171","sdtmterm:IndicationType_DIAGNOSIS","  code:hasCode","""C49653""","code.ttl"
"1172","sdtmterm:IndicationType_DIAGNOSIS","  schema:cdiscDefinition","""A type of study protocol designed to evaluate intervention(s) aimed at identifying a disease or condition. (NCI)""","code.ttl"
"1173","sdtmterm:IndicationType_DIAGNOSIS","  schema:cdiscSubmissionValue","""DIAGNOSIS""","code.ttl"
"1174","sdtmterm:IndicationType_DIAGNOSIS","  schema:nciCode","""C49653""","code.ttl"
"1175","sdtmterm:IndicationType_DIAGNOSIS","  schema:nciPreferredTerm","""Diagnosis Study""","code.ttl"
"1176","sdtmterm:IndicationType_DIAGNOSIS","  mms:inValueDomain","sdtmterm:C66736","code.ttl"
"1177","sdtmterm:IndicationType_MITIGATION","  rdf:type","code:IndicationType","code.ttl"
"1178","sdtmterm:IndicationType_MITIGATION","  rdf:type","mms:PermissibleValue","code.ttl"
"1179","sdtmterm:IndicationType_MITIGATION","  skos:definition","""An Intervention Strategy intended to improve the signs and/or symptoms or underlying pathophysiology of a Medical Condition caused by another Intervention. (e.g. mitigation of chemotherapy induced vomiting)""","code.ttl"
"1180","sdtmterm:IndicationType_MITIGATION","  skos:prefLabel","""MITIGATION""","code.ttl"
"1181","sdtmterm:IndicationType_MITIGATION","  code:hasCode","""C49655""","code.ttl"
"1182","sdtmterm:IndicationType_MITIGATION","  schema:cdiscDefinition","""A type of study designed to identify actions necessary to eliminate or reduce the risk to human life or well-being as a result of a particular medication or treatment regimen. (NCI)""","code.ttl"
"1183","sdtmterm:IndicationType_MITIGATION","  schema:cdiscSubmissionValue","""MITIGATION""","code.ttl"
"1184","sdtmterm:IndicationType_MITIGATION","  schema:nciCode","""C49655""","code.ttl"
"1185","sdtmterm:IndicationType_MITIGATION","  schema:nciPreferredTerm","""Adverse Effect Mitigation Study""","code.ttl"
"1186","sdtmterm:IndicationType_MITIGATION","  mms:inValueDomain","sdtmterm:C66736","code.ttl"
"1187","sdtmterm:IndicationType_PREVENTION","  rdf:type","code:IndicationType","code.ttl"
"1188","sdtmterm:IndicationType_PREVENTION","  rdf:type","mms:PermissibleValue","code.ttl"
"1189","sdtmterm:IndicationType_PREVENTION","  skos:prefLabel","""PREVENTION""","code.ttl"
"1190","sdtmterm:IndicationType_PREVENTION","  code:hasCode","""C49657""","code.ttl"
"1191","sdtmterm:IndicationType_PREVENTION","  schema:cdiscDefinition","""A type of study designed to identify actions necessary to permanently eliminate or reduce the long-term risk to human life as a result of a particular medication or treatment regimen.""","code.ttl"
"1192","sdtmterm:IndicationType_PREVENTION","  schema:cdiscSubmissionValue","""PREVENTION""","code.ttl"
"1193","sdtmterm:IndicationType_PREVENTION","  schema:nciCode","""C49657""","code.ttl"
"1194","sdtmterm:IndicationType_PREVENTION","  schema:nciPreferredTerm","""Prevention Study""","code.ttl"
"1195","sdtmterm:IndicationType_PREVENTION","  mms:inValueDomain","sdtmterm:C66736","code.ttl"
"1196","sdtmterm:IndicationType_TREATMENT","  rdf:type","code:IndicationType","code.ttl"
"1197","sdtmterm:IndicationType_TREATMENT","  rdf:type","mms:PermissibleValue","code.ttl"
"1198","sdtmterm:IndicationType_TREATMENT","  skos:definition","""An Intervention Strategy intended to improve the signs and/or symptoms or underlying pathophysiology of a Medical Condition.""","code.ttl"
"1199","sdtmterm:IndicationType_TREATMENT","  skos:prefLabel","""TREATMENT""","code.ttl"
"1200","sdtmterm:IndicationType_TREATMENT","  code:hasCode","""C49656""","code.ttl"
"1201","sdtmterm:IndicationType_TREATMENT","  schema:cdiscDefinition","""A type of study protocol designed to evaluate intervention(s) for treatment of disease, syndrome or condition.""","code.ttl"
"1202","sdtmterm:IndicationType_TREATMENT","  schema:cdiscSubmissionValue","""TREATMENT""","code.ttl"
"1203","sdtmterm:IndicationType_TREATMENT","  schema:nciCode","""C49656""","code.ttl"
"1204","sdtmterm:IndicationType_TREATMENT","  schema:nciPreferredTerm","""Treatment Study""","code.ttl"
"1205","sdtmterm:IndicationType_TREATMENT","  mms:inValueDomain","sdtmterm:C66736","code.ttl"
"1206","sdtmterm:InterventionModel_CROSS-OVER","  rdf:type","code:InterventionModel","code.ttl"
"1207","sdtmterm:InterventionModel_CROSS-OVER","  rdf:type","mms:PermissibleValue","code.ttl"
"1208","sdtmterm:InterventionModel_CROSS-OVER","  skos:prefLabel","""CROSS-OVER""","code.ttl"
"1209","sdtmterm:InterventionModel_CROSS-OVER","  code:hasCode","""C82637""","code.ttl"
"1210","sdtmterm:InterventionModel_CROSS-OVER","  schema:cdiscDefinition","""Participants receive one of two or more alternative intervention(s) during the initial epoch of the study and receive other intervention(s) during the subsequent epoch(s) of the study.""","code.ttl"
"1211","sdtmterm:InterventionModel_CROSS-OVER","  schema:cdiscSubmissionValue","""CROSS-OVER""","code.ttl"
"1212","sdtmterm:InterventionModel_CROSS-OVER","  schema:nciCode","""C82637""","code.ttl"
"1213","sdtmterm:InterventionModel_CROSS-OVER","  schema:nciPreferredTerm","""Crossover Study""","code.ttl"
"1214","sdtmterm:InterventionModel_CROSS-OVER","  mms:inValueDomain","sdtmterm:C99076","code.ttl"
"1215","sdtmterm:InterventionModel_FACTORIAL","  rdf:type","code:InterventionModel","code.ttl"
"1216","sdtmterm:InterventionModel_FACTORIAL","  rdf:type","mms:PermissibleValue","code.ttl"
"1217","sdtmterm:InterventionModel_FACTORIAL","  skos:prefLabel","""FACTORIAL""","code.ttl"
"1218","sdtmterm:InterventionModel_FACTORIAL","  code:hasCode","""C82638""","code.ttl"
"1219","sdtmterm:InterventionModel_FACTORIAL","  schema:cdiscDefinition","""Two or more interventions, each alone and in combination, are evaluated in parallel against a control group.""","code.ttl"
"1220","sdtmterm:InterventionModel_FACTORIAL","  schema:cdiscSubmissionValue","""FACTORIAL""","code.ttl"
"1221","sdtmterm:InterventionModel_FACTORIAL","  schema:nciCode","""C82638""","code.ttl"
"1222","sdtmterm:InterventionModel_FACTORIAL","  schema:nciPreferredTerm","""Factorial Study""","code.ttl"
"1223","sdtmterm:InterventionModel_FACTORIAL","  mms:inValueDomain","sdtmterm:C99076","code.ttl"
"1224","sdtmterm:InterventionModel_PARALLEL","  rdf:type","code:InterventionModel","code.ttl"
"1225","sdtmterm:InterventionModel_PARALLEL","  rdf:type","mms:PermissibleValue","code.ttl"
"1226","sdtmterm:InterventionModel_PARALLEL","  skos:prefLabel","""PARALLEL""","code.ttl"
"1227","sdtmterm:InterventionModel_PARALLEL","  code:hasCode","""C82639""","code.ttl"
"1228","sdtmterm:InterventionModel_PARALLEL","  schema:cdiscDefinition","""Participants are assigned to one of two or more arms in parallel for the duration of the study.""","code.ttl"
"1229","sdtmterm:InterventionModel_PARALLEL","  schema:cdiscSubmissionValue","""PARALLEL""","code.ttl"
"1230","sdtmterm:InterventionModel_PARALLEL","  schema:nciCode","""C82639""","code.ttl"
"1231","sdtmterm:InterventionModel_PARALLEL","  schema:nciPreferredTerm","""Parallel Study""","code.ttl"
"1232","sdtmterm:InterventionModel_PARALLEL","  mms:inValueDomain","sdtmterm:C99076","code.ttl"
"1233","sdtmterm:InterventionModel_SINGLE-GROUP","  rdf:type","code:InterventionModel","code.ttl"
"1234","sdtmterm:InterventionModel_SINGLE-GROUP","  rdf:type","mms:PermissibleValue","code.ttl"
"1235","sdtmterm:InterventionModel_SINGLE-GROUP","  skos:prefLabel","""SINGLE GROUP""","code.ttl"
"1236","sdtmterm:InterventionModel_SINGLE-GROUP","  code:hasCode","""C82640""","code.ttl"
"1237","sdtmterm:InterventionModel_SINGLE-GROUP","  schema:cdiscDefinition","""Single arm study.""","code.ttl"
"1238","sdtmterm:InterventionModel_SINGLE-GROUP","  schema:cdiscSubmissionValue","""SINGLE GROUP""","code.ttl"
"1239","sdtmterm:InterventionModel_SINGLE-GROUP","  schema:nciCode","""C82640""","code.ttl"
"1240","sdtmterm:InterventionModel_SINGLE-GROUP","  schema:nciPreferredTerm","""Single Group Study""","code.ttl"
"1241","sdtmterm:InterventionModel_SINGLE-GROUP","  mms:inValueDomain","sdtmterm:C99076","code.ttl"
"1242","sdtmterm:InterventionType_DRUG","  rdf:type","code:InterventionType","code.ttl"
"1243","sdtmterm:InterventionType_DRUG","  rdf:type","mms:PermissibleValue","code.ttl"
"1244","sdtmterm:InterventionType_DRUG","  skos:prefLabel","""DRUG""","code.ttl"
"1245","sdtmterm:InterventionType_DRUG","  code:hasCode","""C1909""","code.ttl"
"1246","sdtmterm:InterventionType_DRUG","  code:hasCodeSystem","code:CodeSystem_CDISCTerminology","code.ttl"
"1247","sdtmterm:InterventionType_DRUG","  schema:cdiscDefinition","""An active natural, synthetic or semi-synthetic ingredient including endogenous body substance that is intended to furnish pharmacological activity or other direct effect in the diagnosis, cure, mitigation, treatment, or prevention of disease or to affect the structure or any function of the human body, but does not include intermediates used in the synthesis of such ingredient (21 CFR 314.3(b)).""","code.ttl"
"1248","sdtmterm:InterventionType_DRUG","  schema:cdiscSubmissionValue","""DRUG""","code.ttl"
"1249","sdtmterm:InterventionType_DRUG","  schema:nciCode","""C1909""","code.ttl"
"1250","sdtmterm:InterventionType_DRUG","  schema:nciPreferredTerm","""Pharmacologic Substance""","code.ttl"
"1251","sdtmterm:InterventionType_DRUG","  mms:inValueDomain","sdtmterm:C99078","code.ttl"
"1252","sdtmterm:NoYesResponse_N","  rdf:type","code:NoYesResponse","code.ttl"
"1253","sdtmterm:NoYesResponse_N","  rdf:type","mms:PermissibleValue","code.ttl"
"1254","sdtmterm:NoYesResponse_N","  skos:altLabel","""No""","code.ttl"
"1255","sdtmterm:NoYesResponse_N","  skos:prefLabel","""N""","code.ttl"
"1256","sdtmterm:NoYesResponse_N","  code:hasCode","""C49487""","code.ttl"
"1257","sdtmterm:NoYesResponse_N","  schema:cdiscDefinition","""The non-affirmative response to a question. (NCI)""","code.ttl"
"1258","sdtmterm:NoYesResponse_N","  schema:cdiscSubmissionValue","""N""","code.ttl"
"1259","sdtmterm:NoYesResponse_N","  schema:cdiscSynonyms","""No""","code.ttl"
"1260","sdtmterm:NoYesResponse_N","  schema:nciCode","""C49487""","code.ttl"
"1261","sdtmterm:NoYesResponse_N","  schema:nciPreferredTerm","""No""","code.ttl"
"1262","sdtmterm:NoYesResponse_N","  mms:inValueDomain","sdtmterm:C66742","code.ttl"
"1263","sdtmterm:NoYesResponse_NA","  rdf:type","code:NoYesResponse","code.ttl"
"1264","sdtmterm:NoYesResponse_NA","  rdf:type","mms:PermissibleValue","code.ttl"
"1265","sdtmterm:NoYesResponse_NA","  skos:altLabel","""Not Applicable""","code.ttl"
"1266","sdtmterm:NoYesResponse_NA","  skos:prefLabel","""NA""","code.ttl"
"1267","sdtmterm:NoYesResponse_NA","  code:hasCode","""C48660""","code.ttl"
"1268","sdtmterm:NoYesResponse_NA","  schema:cdiscDefinition","""Determination of a value is not relevant in the current context. (NCI)""","code.ttl"
"1269","sdtmterm:NoYesResponse_NA","  schema:cdiscSubmissionValue","""NA""","code.ttl"
"1270","sdtmterm:NoYesResponse_NA","  schema:cdiscSynonyms","""NA""","code.ttl"
"1271","sdtmterm:NoYesResponse_NA","  schema:nciCode","""C48660""","code.ttl"
"1272","sdtmterm:NoYesResponse_NA","  schema:nciPreferredTerm","""Not Applicable""","code.ttl"
"1273","sdtmterm:NoYesResponse_NA","  mms:inValueDomain","sdtmterm:C66742","code.ttl"
"1274","sdtmterm:NoYesResponse_Y","  rdf:type","code:NoYesResponse","code.ttl"
"1275","sdtmterm:NoYesResponse_Y","  rdf:type","mms:PermissibleValue","code.ttl"
"1276","sdtmterm:NoYesResponse_Y","  skos:altLabel","""Yes""","code.ttl"
"1277","sdtmterm:NoYesResponse_Y","  skos:prefLabel","""Y""","code.ttl"
"1278","sdtmterm:NoYesResponse_Y","  code:hasCode","""C49488""","code.ttl"
"1279","sdtmterm:NoYesResponse_Y","  schema:cdiscDefinition","""The affirmative response to a question. (NCI)""","code.ttl"
"1280","sdtmterm:NoYesResponse_Y","  schema:cdiscSubmissionValue","""Y""","code.ttl"
"1281","sdtmterm:NoYesResponse_Y","  schema:cdiscSynonyms","""Yes""","code.ttl"
"1282","sdtmterm:NoYesResponse_Y","  schema:nciCode","""C49488""","code.ttl"
"1283","sdtmterm:NoYesResponse_Y","  schema:nciPreferredTerm","""Yes""","code.ttl"
"1284","sdtmterm:NoYesResponse_Y","  mms:inValueDomain","sdtmterm:C66742","code.ttl"
"1285","sdtmterm:SexGroup_BOTH","  rdf:type","code:SexGroup","code.ttl"
"1286","sdtmterm:SexGroup_BOTH","  rdf:type","mms:PermissibleValue","code.ttl"
"1287","sdtmterm:SexGroup_BOTH","  skos:prefLabel","""BOTH""","code.ttl"
"1288","sdtmterm:SexGroup_BOTH","  code:hasCode","""C49636""","code.ttl"
"1289","sdtmterm:SexGroup_BOTH","  schema:cdiscDefinition","""One and the other; relating to or being two in conjunction. (NCI)""","code.ttl"
"1290","sdtmterm:SexGroup_BOTH","  schema:cdiscSubmissionValue","""BOTH""","code.ttl"
"1291","sdtmterm:SexGroup_BOTH","  schema:nciCode","""C49636""","code.ttl"
"1292","sdtmterm:SexGroup_BOTH","  schema:nciPreferredTerm","""Both""","code.ttl"
"1293","sdtmterm:SexGroup_BOTH","  mms:inValueDomain","sdtmterm:C66732","code.ttl"
"1294","sdtmterm:SexGroup_F","  rdf:type","code:SexGroup","code.ttl"
"1295","sdtmterm:SexGroup_F","  rdf:type","mms:PermissibleValue","code.ttl"
"1296","sdtmterm:SexGroup_F","  skos:prefLabel","""F""","code.ttl"
"1297","sdtmterm:SexGroup_F","  code:hasCode","""C16576""","code.ttl"
"1298","sdtmterm:SexGroup_F","  schema:cdiscDefinition","""A person who belongs to the sex that normally produces ova. The term is used to indicate biological sex distinctions, or cultural gender role distinctions, or both. (NCI)""","code.ttl"
"1299","sdtmterm:SexGroup_F","  schema:cdiscSubmissionValue","""F""","code.ttl"
"1300","sdtmterm:SexGroup_F","  schema:cdiscSynonyms","""Female""","code.ttl"
"1301","sdtmterm:SexGroup_F","  schema:nciCode","""C16576""","code.ttl"
"1302","sdtmterm:SexGroup_F","  schema:nciPreferredTerm","""Female""","code.ttl"
"1303","sdtmterm:SexGroup_F","  mms:inValueDomain","sdtmterm:C66732","code.ttl"
"1304","sdtmterm:SexGroup_M","  rdf:type","code:SexGroup","code.ttl"
"1305","sdtmterm:SexGroup_M","  rdf:type","mms:PermissibleValue","code.ttl"
"1306","sdtmterm:SexGroup_M","  skos:prefLabel","""M""","code.ttl"
"1307","sdtmterm:SexGroup_M","  code:hasCode","""C20197""","code.ttl"
"1308","sdtmterm:SexGroup_M","  schema:cdiscDefinition","""A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions, cultural gender role distinctions, or both. (NCI)""","code.ttl"
"1309","sdtmterm:SexGroup_M","  schema:cdiscSubmissionValue","""M""","code.ttl"
"1310","sdtmterm:SexGroup_M","  schema:cdiscSynonyms","""Male""","code.ttl"
"1311","sdtmterm:SexGroup_M","  schema:nciCode","""C20197""","code.ttl"
"1312","sdtmterm:SexGroup_M","  schema:nciPreferredTerm","""Male""","code.ttl"
"1313","sdtmterm:SexGroup_M","  mms:inValueDomain","sdtmterm:C66732","code.ttl"
"1314","sdtmterm:StudyType_EXA","  rdf:type","code:StudyType","code.ttl"
"1315","sdtmterm:StudyType_EXA","  rdf:type","mms:PermissibleValue","code.ttl"
"1316","sdtmterm:StudyType_EXA","  skos:prefLabel","""EXPANDED ACCESS""","code.ttl"
"1317","sdtmterm:StudyType_EXA","  code:hasCode","""C98722""","code.ttl"
"1318","sdtmterm:StudyType_EXA","  schema:cdiscDefinition","""Studies that provide a means for obtaining an experimental drug or device for patients who are not adequately treated by existing therapy, who do not meet the eligibility criteria for enrollment, or who are otherwise unable to participate in another clinical study. Expanded Access studies include individual-patient IND, treatment IND, compassionate use, emergency use or continued access.""","code.ttl"
"1319","sdtmterm:StudyType_EXA","  schema:cdiscSubmissionValue","""EXPANDED ACCESS""","code.ttl"
"1320","sdtmterm:StudyType_EXA","  schema:nciCode","""C98722""","code.ttl"
"1321","sdtmterm:StudyType_EXA","  schema:nciPreferredTerm","""Expanded Access Study""","code.ttl"
"1322","sdtmterm:StudyType_EXA","  mms:inValueDomain","sdtmterm:C99077","code.ttl"
"1323","sdtmterm:StudyType_INT","  rdf:type","code:StudyType","code.ttl"
"1324","sdtmterm:StudyType_INT","  rdf:type","mms:PermissibleValue","code.ttl"
"1325","sdtmterm:StudyType_INT","  skos:prefLabel","""INTERVENTIONAL""","code.ttl"
"1326","sdtmterm:StudyType_INT","  code:hasCode","""C98388""","code.ttl"
"1327","sdtmterm:StudyType_INT","  schema:cdiscDefinition","""Studies in which individuals are assigned by an investigator based on a protocol to receive specific interventions. Subjects may receive diagnostic, therapeutic or other types of interventions. The assignment of the intervention may or may not be random. The individuals are then followed and biomedical and/or health outcomes are assessed.""","code.ttl"
"1328","sdtmterm:StudyType_INT","  schema:cdiscSubmissionValue","""INTERVENTIONAL""","code.ttl"
"1329","sdtmterm:StudyType_INT","  schema:nciCode","""C98388""","code.ttl"
"1330","sdtmterm:StudyType_INT","  schema:nciPreferredTerm","""Interventional Study""","code.ttl"
"1331","sdtmterm:StudyType_INT","  mms:inValueDomain","sdtmterm:C99077","code.ttl"
"1332","sdtmterm:StudyType_OBS","  rdf:type","code:StudyType","code.ttl"
"1333","sdtmterm:StudyType_OBS","  rdf:type","mms:PermissibleValue","code.ttl"
"1334","sdtmterm:StudyType_OBS","  skos:prefLabel","""OBSERVATIONAL""","code.ttl"
"1335","sdtmterm:StudyType_OBS","  code:hasCode","""C16084""","code.ttl"
"1336","sdtmterm:StudyType_OBS","  schema:cdiscDefinition","""Studies in which biomedical and/or health outcomes are assessed in pre-defined groups of individuals. Subjects in the study may receive diagnostic, therapeutic, or other interventions, but the investigator does not assign specific interventions to the subjects of the study.""","code.ttl"
"1337","sdtmterm:StudyType_OBS","  schema:cdiscSubmissionValue","""OBSERVATIONAL""","code.ttl"
"1338","sdtmterm:StudyType_OBS","  schema:nciCode","""C16084""","code.ttl"
"1339","sdtmterm:StudyType_OBS","  schema:nciPreferredTerm","""Observational Study""","code.ttl"
"1340","sdtmterm:StudyType_OBS","  mms:inValueDomain","sdtmterm:C99077","code.ttl"
"1341","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  rdf:type","code:TrialBlindingSchema","code.ttl"
"1342","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  rdf:type","mms:PermissibleValue","code.ttl"
"1343","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  skos:prefLabel","""DOUBLE BLIND""","code.ttl"
"1344","sdtmterm:TrialBlindingSchema_DOUBLE_BLIND","  code:hasCode","""C15228""","code.ttl"
